AA787 1530270000.000000000000 0.00000000e+00 4.87122960e+01 -3.61152579e+00
AA96 1530270000.000000000000 0.00000000e+00 4.03705172e+01 -7.37210696e+01
AA99 1530270000.000000000000 4.00000000e+04 5.84083344e+01 -5.34329231e+01
BA117 1530270000.000000000000 3.73629296e+04 5.09201750e+01 -3.83805940e+01
BA173 1530270000.000000000000 3.30812500e+04 5.32728331e+01 -1.80060625e+00
BA174 1530270000.000000000000 0.00000000e+00 4.04610918e+01 -7.34033164e+01
BA175 1530270000.000000000000 3.60500000e+04 5.33609442e+01 -2.09643535e+01
BA177 1530270000.000000000000 0.00000000e+00 5.14748592e+01 -5.88024167e-01
BA179 1530270000.000000000000 0.00000000e+00 5.14730990e+01 -8.70455923e-01
BA185 1530270000.000000000000 3.60000000e+04 5.46151533e+01 -8.54238974e+00
BA191 1530270000.000000000000 0.00000000e+00 5.15197166e+01 -4.79897750e-01
BA2037 1530270000.000000000000 6.61250000e+03 5.11581800e+01 -5.98755000e-01
BA207 1530270000.000000000000 3.29750000e+04 5.26207080e+01 -9.34922475e+00
BA212 1530270000.000000000000 0.00000000e+00 4.53749370e+01 -6.95644730e+01
BA2167 1530270000.000000000000 3.80000000e+04 5.12865197e+01 -2.20116346e+01
BA217 1530270000.000000000000 3.40000000e+04 5.26142395e+01 -5.44053871e+00
BA239 1530270000.000000000000 0.00000000e+00 5.14497152e+01 -4.88029289e-01
BA244 1530270000.000000000000 0.00000000e+00 -3.46093345e+01 -5.96333574e+01
BA249 1530270000.000000000000 0.00000000e+00 5.16322945e+01 -4.58070305e-01
BA250 1530270000.000000000000 0.00000000e+00 -3.36624311e+01 -7.08184007e+01
BA251 1530270000.000000000000 1.09437500e+04 -3.27974233e+01 -7.08157083e+01
BA283 1530270000.000000000000 3.40000000e+04 5.96091297e+01 -1.92716105e+01
BA285 1530270000.000000000000 3.30000000e+04 5.35498105e+01 -2.30932987e+00
BA287 1530270000.000000000000 0.00000000e+00 5.14102619e+01 -5.37146800e-01
BA295 1530270000.000000000000 3.39750000e+04 5.41755536e+01 -1.13717613e+01
BA49 1530270000.000000000000 0.00000000e+00 5.15070928e+01 -9.14133588e-01
BA53 1530270000.000000000000 3.40000000e+04 6.34009227e+01 -2.15766907e+01
DL107 1530270000.000000000000 3.20000000e+04 5.88005807e+01 -1.58556238e+01
DL109 1530270000.000000000000 3.20000000e+04 4.25461589e+01 -1.65873793e+01
DL117 1530270000.000000000000 3.30000000e+04 4.97883819e+01 -1.44727873e+01
DL118 1530270000.000000000000 0.00000000e+00 4.22650834e+01 -7.10174884e+01
DL131 1530270000.000000000000 3.39809722e+04 5.30378568e+01 -1.65852769e+01
DL133 1530270000.000000000000 3.80000000e+04 6.05777126e+01 -3.50374440e+01
DL136 1530270000.000000000000 0.00000000e+00 6.69527790e+01 -4.49106593e+01
DL141 1530270000.000000000000 3.49798729e+04 4.90009823e+01 -1.99909723e+01
DL143 1530270000.000000000000 3.60000000e+04 6.15365057e+01 -2.14952613e+01
DL154 1530270000.000000000000 0.00000000e+00 3.99580517e+01 -7.21719595e+01
DL161 1530270000.000000000000 3.30000000e+04 5.86148440e+01 -1.89288480e+01
DL17 1530270000.000000000000 3.80000000e+04 5.38129189e+01 -1.02301194e+01
DL177 1530270000.000000000000 2.81918033e+04 5.41864779e+01 -9.73425787e+00
DL179 1530270000.000000000000 3.40000000e+04 6.23945753e+01 -2.64122392e+01
DL195 1530270000.000000000000 3.10302756e+04 4.48142914e+01 -1.24669926e+01
DL209 1530270000.000000000000 0.00000000e+00 5.58848329e+01 -3.48526023e+00
DL210 1530270000.000000000000 3.20000000e+04 4.37612992e+01 -2.74478076e+01
DL229 1530270000.000000000000 3.32392677e+04 4.87848670e+01 -2.18187916e+01
DL23 1530270000.000000000000 3.40000000e+04 5.39243007e+01 -2.29086020e+01
DL231 1530270000.000000000000 3.20142857e+04 4.97761757e+01 -5.85537214e+00
DL246 1530270000.000000000000 0.00000000e+00 6.39917311e+01 -2.26180480e+01
DL259 1530270000.000000000000 3.60000000e+04 5.22514998e+01 -5.88205457e+00
DL270 1530270000.000000000000 3.50000000e+04 4.35841949e+01 -4.53477035e+01
DL31 1530270000.000000000000 0.00000000e+00 5.14685061e+01 -4.60837133e-01
DL35 1530270000.000000000000 3.60000000e+04 5.95628312e+01 -2.17705439e+01
DL4 1530270000.000000000000 0.00000000e+00 4.22424807e+01 -7.33664694e+01
DL400 1530270000.000000000000 3.50250000e+04 4.98096917e+01 -1.15781299e+01
DL404 1530270000.000000000000 0.00000000e+00 4.06926357e+01 -7.32798316e+01
DL405 1530270000.000000000000 3.60000000e+04 4.76685540e+01 -2.35262722e+01
DL407 1530270000.000000000000 0.00000000e+00 4.06520992e+01 -7.37402159e+01
DL418 1530270000.000000000000 0.00000000e+00 4.16598513e+01 -7.32797369e+01
DL419 1530270000.000000000000 3.50911536e+04 4.88097272e+01 -2.11742916e+01
DL422 1530270000.000000000000 0.00000000e+00 4.06444021e+01 -7.34424797e+01
DL43 1530270000.000000000000 3.09282136e+04 5.43623762e+01 -1.92442181e+01
DL47 1530270000.000000000000 3.60000000e+04 5.38026860e+01 -2.37363148e+01
DL478 1530270000.000000000000 3.56761905e+04 1.02373203e+01 -2.31963190e+00
DL49 1530270000.000000000000 3.50000000e+04 5.45940184e+01 -1.81715982e+01
DL51 1530270000.000000000000 3.20000000e+04 5.32420563e+01 -6.24198048e+00
DL54 1530270000.000000000000 3.88474315e+04 2.10333729e+01 -2.39470365e+01
DL59 1530270000.000000000000 3.50000000e+04 5.38536776e+01 -2.36409783e+01
DL63 1530270000.000000000000 3.21317353e+04 4.66309714e+01 -1.47513510e+01
DL71 1530270000.000000000000 3.44611908e+04 5.11832559e+01 -4.29111930e+01
DL73 1530270000.000000000000 3.40000000e+04 5.27604446e+01 -1.13302564e+01
DL81 1530270000.000000000000 3.20107843e+04 5.30293020e+01 -6.57005680e+00
DL83 1530270000.000000000000 3.40000000e+04 4.58947668e+01 -3.83144143e+01
DL87 1530270000.000000000000 3.40000000e+04 5.21660980e+01 -4.15077587e+00
DL91 1530270000.000000000000 3.30000000e+04 5.50048446e+01 -1.52985806e+01
DL97 1530270000.000000000000 3.73316588e+04 4.78989676e+01 -2.16427474e+01
LH400 1530270000.000000000000 3.80000000e+04 5.35648832e+01 -3.91980190e+00
LH416 1530270000.000000000000 3.80000000e+04 5.39795667e+01 -1.75252366e+01
LH421 1530270000.000000000000 0.00000000e+00 3.94839637e+01 -7.29213418e+01
LH423 1530270000.000000000000 0.00000000e+00 4.21183414e+01 -7.07063453e+01
LH438 1530270000.000000000000 3.60000000e+04 5.54249163e+01 -8.46894844e+00
LH440 1530270000.000000000000 3.60000000e+04 5.68522202e+01 -9.24272886e+00
LH442 1530270000.000000000000 3.60000000e+04 5.72295816e+01 -1.62601889e+01
LH444 1530270000.000000000000 3.39766393e+04 5.15735568e+01 -1.14511520e+00
LH454 1530270000.000000000000 3.60000000e+04 5.83129674e+01 -1.06433674e+01
LH456 1530270000.000000000000 3.39793033e+04 5.77196597e+01 -1.15166804e+01
LH462 1530270000.000000000000 3.60000000e+04 5.20429683e+01 -5.07557000e+00
LH475 1530270000.000000000000 0.00000000e+00 4.53260688e+01 -7.34056169e+01
LH490 1530270000.000000000000 3.30000000e+04 5.81859588e+01 -1.02996622e+01
LH501 1530270000.000000000000 0.00000000e+00 -2.49185353e+01 -4.48837350e+01
LH519 1530270000.000000000000 3.69502721e+04 4.68644521e+01 -2.95955382e+01
LH8164 1530270000.000000000000 3.39733391e+04 5.56977575e+01 -1.34540361e+01
LH8175 1530270000.000000000000 3.06086120e+04 5.43094826e+01 -3.48599971e+01
LH8189 1530270000.000000000000 2.90419355e+04 5.77944505e+01 -5.12496504e+01
LH8250 1530270000.000000000000 3.23999322e+04 2.29561969e+01 -2.56840102e+01
UA119 1530270000.000000000000 2.40032258e+04 5.61732519e+01 -5.07379334e+00
UA121 1530270000.000000000000 3.29902344e+04 4.31735902e+01 -2.64868227e+00
UA123 1530270000.000000000000 3.61880736e+04 4.46766889e+01 -4.52125995e+01
UA135 1530270000.000000000000 3.40000000e+04 4.96970589e+01 -1.51279217e+01
UA141 1530270000.000000000000 3.40000000e+04 4.38563440e+01 -9.88606093e+00
UA15 1530270000.000000000000 3.20000000e+04 5.40313531e+01 -1.58376204e+01
UA160 1530270000.000000000000 3.20000000e+04 5.48923317e+01 -1.55242659e+01
UA162 1530270000.000000000000 3.60000000e+04 5.43931541e+01 -3.14677694e+01
UA18 1530270000.000000000000 3.59750000e+04 5.29559994e+01 -1.48330928e+01
UA21 1530270000.000000000000 3.59750000e+04 5.28724905e+01 -1.26581135e+01
UA22 1530270000.000000000000 3.59750000e+04 5.32395331e+01 -3.46878332e+01
UA24 1530270000.000000000000 0.00000000e+00 5.16218607e+01 -1.12332209e+01
UA26 1530270000.000000000000 1.33943548e+04 5.14844620e+01 -1.35770919e+00
UA41 1530270000.000000000000 3.14409997e+04 4.75692895e+01 -1.45032837e+01
UA43 1530270000.000000000000 3.20000000e+04 4.60333106e+01 -1.77902273e+00
UA45 1530270000.000000000000 3.99862500e+04 6.21007523e+01 -2.72817311e+01
UA56 1530270000.000000000000 3.20250000e+04 5.25533238e+01 -3.29301905e+01
UA65 1530270000.000000000000 3.60000000e+04 4.12071919e+01 -1.72341645e+01
UA71 1530270000.000000000000 3.19960410e+04 5.42709177e+01 -2.02244443e+01
UA865 1530270000.000000000000 3.60000000e+04 5.24361188e+01 -3.40087275e+01
UA900 1530270000.000000000000 3.10000000e+04 5.77381070e+01 -9.56189780e+00
UA945 1530270000.000000000000 3.60000000e+04 6.11297678e+01 -5.38746150e+01
UA951 1530270000.000000000000 3.39781250e+04 5.32563915e+01 -1.93136675e+00
UA957 1530270000.000000000000 3.40000000e+04 4.57701852e+01 -2.80928968e+01
UA961 1530270000.000000000000 3.20000000e+04 5.16332490e+01 -1.38292505e+00
UA963 1530270000.000000000000 3.20000000e+04 5.39597577e+01 -2.22011675e+01
UA971 1530270000.000000000000 3.40000000e+04 5.33977062e+01 -2.94711923e+00
UA973 1530270000.000000000000 3.39963115e+04 5.54513820e+01 -8.61333885e+00
UA975 1530270000.000000000000 3.20000000e+04 4.94485140e+01 -3.24218773e+00
UA986 1530270000.000000000000 3.39861538e+04 5.20858308e+01 -4.65368631e+00
