DL107,1530270000.0,32000.0,58.8005807,-15.8556238
DL109,1530270000.0,32000.0,42.5461589,-16.5873793
DL117,1530270000.0,33000.0,49.7883819,-14.4727873
DL118,1530270000.0,0.0,42.2650834,-71.0174884
DL131,1530270000.0,33980.9722,53.0378568,-16.5852769
DL133,1530270000.0,38000.0,60.5777126,-35.037444
DL136,1530270000.0,0.0,66.952779,-44.9106593
DL141,1530270000.0,34979.8729,49.0009823,-19.9909723
DL143,1530270000.0,36000.0,61.5365057,-21.4952613
DL154,1530270000.0,0.0,39.9580517,-72.1719595
DL161,1530270000.0,33000.0,58.614844,-18.928848
DL17,1530270000.0,38000.0,53.8129189,-10.2301194
DL177,1530270000.0,28191.8033,54.1864779,-9.73425787
DL179,1530270000.0,34000.0,62.3945753,-26.4122392
DL195,1530270000.0,31030.2756,44.8142914,-12.4669926
DL209,1530270000.0,0.0,55.8848329,-3.48526023
DL210,1530270000.0,32000.0,43.7612992,-27.4478076
DL229,1530270000.0,33239.2677,48.784867,-21.8187916
DL23,1530270000.0,34000.0,53.9243007,-22.908602
DL231,1530270000.0,32014.2857,49.7761757,-5.85537214
DL246,1530270000.0,0.0,63.9917311,-22.618048
DL259,1530270000.0,36000.0,52.2514998,-5.88205457
DL270,1530270000.0,35000.0,43.5841949,-45.3477035
DL31,1530270000.0,0.0,51.4685061,-0.460837133
DL35,1530270000.0,36000.0,59.5628312,-21.7705439
DL4,1530270000.0,0.0,42.2424807,-73.3664694
DL400,1530270000.0,35025.0,49.8096917,-11.5781299
DL404,1530270000.0,0.0,40.6926357,-73.2798316
DL405,1530270000.0,36000.0,47.668554,-23.5262722
DL407,1530270000.0,0.0,40.6520992,-73.7402159
DL418,1530270000.0,0.0,41.6598513,-73.2797369
DL419,1530270000.0,35091.1536,48.8097272,-21.1742916
DL422,1530270000.0,0.0,40.6444021,-73.4424797
DL43,1530270000.0,30928.2136,54.3623762,-19.2442181
DL47,1530270000.0,36000.0,53.802686,-23.7363148
DL478,1530270000.0,35676.1905,10.2373203,-2.3196319
DL49,1530270000.0,35000.0,54.5940184,-18.1715982
DL51,1530270000.0,32000.0,53.2420563,-6.24198048
DL54,1530270000.0,38847.4315,21.0333729,-23.9470365
DL59,1530270000.0,35000.0,53.8536776,-23.6409783
DL63,1530270000.0,32131.7353,46.6309714,-14.751351
DL71,1530270000.0,34461.1908,51.1832559,-42.911193
DL73,1530270000.0,34000.0,52.7604446,-11.3302564
DL81,1530270000.0,32010.7843,53.029302,-6.5700568
DL83,1530270000.0,34000.0,45.8947668,-38.3144143
DL87,1530270000.0,34000.0,52.166098,-4.15077587
DL91,1530270000.0,33000.0,55.0048446,-15.2985806
DL97,1530270000.0,37331.6588,47.8989676,-21.6427474
LH400,1530270000.0,38000.0,53.5648832,-3.9198019
LH416,1530270000.0,38000.0,53.9795667,-17.5252366
LH421,1530270000.0,0.0,39.4839637,-72.9213418
LH423,1530270000.0,0.0,42.1183414,-70.7063453
LH438,1530270000.0,36000.0,55.4249163,-8.46894844
LH440,1530270000.0,36000.0,56.8522202,-9.24272886
LH442,1530270000.0,36000.0,57.2295816,-16.2601889
LH444,1530270000.0,33976.6393,51.5735568,-1.1451152
LH454,1530270000.0,36000.0,58.3129674,-10.6433674
LH456,1530270000.0,33979.3033,57.7196597,-11.5166804
LH462,1530270000.0,36000.0,52.0429683,-5.07557
LH475,1530270000.0,0.0,45.3260688,-73.4056169
LH490,1530270000.0,33000.0,58.1859588,-10.2996622
LH501,1530270000.0,0.0,-24.9185353,-44.883735
LH519,1530270000.0,36950.2721,46.8644521,-29.5955382
LH8164,1530270000.0,33973.3391,55.6977575,-13.4540361
LH8175,1530270000.0,30608.612,54.3094826,-34.8599971
LH8189,1530270000.0,29041.9355,57.7944505,-51.2496504
LH8250,1530270000.0,32399.9322,22.9561969,-25.6840102
UA119,1530270000.0,24003.2258,56.1732519,-5.07379334
UA121,1530270000.0,32990.2344,43.1735902,-2.64868227
UA123,1530270000.0,36188.0736,44.6766889,-45.2125995
UA135,1530270000.0,34000.0,49.6970589,-15.1279217
UA141,1530270000.0,34000.0,43.856344,-9.88606093
UA15,1530270000.0,32000.0,54.0313531,-15.8376204
UA160,1530270000.0,32000.0,54.8923317,-15.5242659
UA162,1530270000.0,36000.0,54.3931541,-31.4677694
UA18,1530270000.0,35975.0,52.9559994,-14.8330928
UA21,1530270000.0,35975.0,52.8724905,-12.6581135
UA22,1530270000.0,35975.0,53.2395331,-34.6878332
UA24,1530270000.0,0.0,51.6218607,-11.2332209
UA26,1530270000.0,13394.3548,51.484462,-1.35770919
UA41,1530270000.0,31440.9997,47.5692895,-14.5032837
UA43,1530270000.0,32000.0,46.0333106,-1.77902273
UA45,1530270000.0,39986.25,62.1007523,-27.2817311
UA56,1530270000.0,32025.0,52.5533238,-32.9301905
UA65,1530270000.0,36000.0,41.2071919,-17.2341645
UA71,1530270000.0,31996.041,54.2709177,-20.2244443
UA865,1530270000.0,36000.0,52.4361188,-34.0087275
UA900,1530270000.0,31000.0,57.738107,-9.5618978
UA945,1530270000.0,36000.0,61.1297678,-53.874615
UA951,1530270000.0,33978.125,53.2563915,-1.93136675
UA957,1530270000.0,34000.0,45.7701852,-28.0928968
UA961,1530270000.0,32000.0,51.633249,-1.38292505
UA963,1530270000.0,32000.0,53.9597577,-22.2011675
UA971,1530270000.0,34000.0,53.3977062,-2.94711923
UA973,1530270000.0,33996.3115,55.451382,-8.61333885
UA975,1530270000.0,32000.0,49.448514,-3.24218773
UA986,1530270000.0,33986.1538,52.0858308,-4.65368631
