AA101,1530270000.000000000000,3.89750000e+04,5.39364400e+01,-1.45025405e+01
AA151,1530270000.0,35975.0,49.1290035,-4.04433465
AA198,1530270000.0,0.0,39.7928187,-72.7785907
AA204,1530270000.0,0.0,40.2221208,-73.3256108
AA209,1530270000.0,37975.0,60.8097454,-29.7560077
AA221,1530270000.0,32988.0208,59.3816744,-21.5986516
AA25,1530270000.0,34000.0,54.977373,-20.1311679
AA258,1530270000.0,0.0,39.007541,-8.61311643
AA291,1530270000.0,34228.029,52.9833631,-23.4820306
AA37,1530270000.0,35982.3779,43.7020337,-18.5032096
AA45,1530270000.0,33545.5944,52.0843179,-22.6410013
AA47,1530270000.0,40000.0,59.923279,-41.6884253
AA51,1530270000.0,33000.0,52.2038171,-28.6693458
AA57,1530270000.0,33000.0,52.8048801,-24.3852639
AA67,1530270000.0,38000.0,43.9895747,-24.1491282
AA705,1530270000.0,38000.0,52.0865742,-30.4096567
AA71,1530270000.0,29980.1587,55.7417324,-4.26347108
AA717,1530270000.0,38000.0,54.5911721,-17.195432
AA723,1530270000.0,15245.339,53.6627526,-6.95736636
AA725,1530270000.0,38000.0,53.1578826,-29.1696931
AA731,1530270000.0,0.0,51.4757866,-0.451738429
AA749,1530270000.0,4362.5,40.5628252,-3.58937017
AA751,1530270000.0,36000.0,54.1176706,-4.48649308
AA755,1530270000.0,38000.0,52.0595455,-23.6192295
AA786,1530270000.0,0.0,12.7305807,-72.0839156
AA787,1530270000.0,0.0,48.712296,-3.61152579
AA96,1530270000.0,0.0,40.3705172,-73.7210696
AA99,1530270000.0,40000.0,58.4083344,-53.4329231
BA117,1530270000.0,37362.9296,50.920175,-38.380594
BA173,1530270000.0,33081.25,53.2728331,-1.80060625
BA174,1530270000.0,0.0,40.4610918,-73.4033164
BA175,1530270000.0,36050.0,53.3609442,-20.9643535
BA177,1530270000.0,0.0,51.4748592,-0.588024167
BA179,1530270000.0,0.0,51.473099,-0.870455923
BA185,1530270000.0,36000.0,54.6151533,-8.54238974
BA191,1530270000.0,0.0,51.5197166,-0.47989775
BA2037,1530270000.0,6612.5,51.15818,-0.598755
BA207,1530270000.0,32975.0,52.620708,-9.34922475
BA212,1530270000.0,0.0,45.374937,-69.564473
BA2167,1530270000.0,38000.0,51.2865197,-22.0116346
BA217,1530270000.0,34000.0,52.6142395,-5.44053871
BA239,1530270000.0,0.0,51.4497152,-0.488029289
BA244,1530270000.0,0.0,-34.6093345,-59.6333574
BA249,1530270000.0,0.0,51.6322945,-0.458070305
BA250,1530270000.0,0.0,-33.6624311,-70.8184007
BA251,1530270000.0,10943.75,-32.7974233,-70.8157083
BA283,1530270000.0,34000.0,59.6091297,-19.2716105
BA285,1530270000.0,33000.0,53.5498105,-2.30932987
BA287,1530270000.0,0.0,51.4102619,-0.5371468
BA295,1530270000.0,33975.0,54.1755536,-11.3717613
BA49,1530270000.0,0.0,51.5070928,-0.914133588
BA53,1530270000.0,34000.0,63.4009227,-21.5766907
